num_hyps,proof_effort,frequency,canonical
2,2,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
2,2,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (m : ℕ) (n : ℕ) (h1 : List.drop (n + 1) (x :: List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))"
2,2,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (m : ℕ) (n : ℕ) (h1 : List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))"
2,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,2,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
2,3,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop n xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,2,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,2,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop n xs)) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,5,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,2,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop n xs)) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
2,5,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,3,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,2,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (m : ℕ) (n : ℕ) (h1 : List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop n xs)) : List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))"
2,2,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop (n + 1) (x :: List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
2,3,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,2,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (m : ℕ) (n : ℕ) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))"
2,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (h1 : List.drop n (List.take m []) = List.take (m - n) (List.drop n []) ∧ ((x : α) → (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) → List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs)))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
2,2,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (x :: List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (m : ℕ) (n : ℕ) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) : List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (m : ℕ) (n : ℕ) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (x :: List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
3,3,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (m : ℕ) (n : ℕ) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (m : ℕ) (n : ℕ) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop n xs)) : List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))"
3,3,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take m (x :: xs)) = List.take (m - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (x :: List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop n xs)) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
3,3,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
3,3,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (x :: List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
3,3,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (x :: List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
3,3,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop n xs)) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
4,4,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
4,4,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (x :: List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
4,4,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
4,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
4,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (List.take (m + 1) (x :: xs)) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
4,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
4,4,1,"(n : ℕ) (m : ℕ) (xs : List α) (x : α) (ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop (n + 1) (x :: List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop (n + 1) (x :: xs))) : List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)"
4,4,1,"(ih : ∀ (n m : ℕ), List.drop n (List.take m xs) = List.take (m - n) (List.drop n xs)) (n : ℕ) (m : ℕ) (h1 : List.drop 0 (List.take m (x :: xs)) = List.take (m - 0) (List.drop 0 (x :: xs)) ∧ List.drop (n + 1) (List.take 0 (x :: xs)) = List.take (0 - (n + 1)) (List.drop (n + 1) (x :: xs)) ∧ List.drop n (List.take m xs) = List.take (m + 1 - (n + 1)) (List.drop n xs)) : List.drop n (List.take m (x :: xs)) = List.take (m - n) (List.drop n (x :: xs))"
